diff,group,variable,MOM6-CICE6_1deg_jra55do_ryf/ice_in,MOM6-CICE6_025deg_jra55do_ryf_iss101/ice_in,ACCESS-OM2_025deg_jra55_ryf/ice/cice_in.nml
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=diag_file"", ""diag_file"")",,,ice_diag.d
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=diag_type"", ""diag_type"")",,,file
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=diagfreq"", ""diagfreq"")",960,960,960
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dt"", ""dt"")",,,1800
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dump_last"", ""dump_last"")",True,True,True
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dumpfreq"", ""dumpfreq"")",y,y,y
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dumpfreq_n"", ""dumpfreq_n"")",,,1
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=hist_avg"", ""hist_avg"")",,,True
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=histfreq"", ""histfreq"")","['d', 'm', 'x', 'x', 'x']","['d', 'm', 'x', 'x', 'x']","['d', 'm', 'x', 'x', 'x']"
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=histfreq_n"", ""histfreq_n"")",,,"[1, 1, 1, 1, 1]"
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=history_chunksize_x"", ""history_chunksize_x"")",,,720
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=history_chunksize_y"", ""history_chunksize_y"")",,,540
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=history_deflate_level"", ""history_deflate_level"")",,,1
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=history_dir"", ""history_dir"")",,,./OUTPUT/
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=history_file"", ""history_file"")",,,iceh
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=history_precision"", ""history_precision"")",8,8,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=ice_ic"", ""ice_ic"")",./input/iced.1900-01-01-10800.nc,default,default
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=incond_dir"", ""incond_dir"")",,,./OUTPUT/
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=incond_file"", ""incond_file"")",,,iceh_ic
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=istep0"", ""istep0"")",,,0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=latpnt"", ""latpnt"")",,,"[90.0, -65.0]"
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=lcdf64"", ""lcdf64"")",False,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=lonpnt"", ""lonpnt"")",,,"[0.0, -45.0]"
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=ndtd"", ""ndtd"")",,,1
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=npt"", ""npt"")",35040,35040,2232
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=pointer_file"", ""pointer_file"")",./rpointer.ice,./rpointer.ice,./RESTART/ice.restart_file
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=print_global"", ""print_global"")",False,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=print_points"", ""print_points"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart"", ""restart"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_dir"", ""restart_dir"")",,,./RESTART/
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_ext"", ""restart_ext"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_file"", ""restart_file"")",,,iced
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=runtype"", ""runtype"")",,,initial
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=use_leap_years"", ""use_leap_years"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=use_restart_time"", ""use_restart_time"")",,,True
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=write_ic"", ""write_ic"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=year_init"", ""year_init"")",,,1
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=ahmax"", ""ahmax"")",0.1,0.1,0.1
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=albedo_type"", ""albedo_type"")",,,default
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=albicei"", ""albicei"")",0.44,0.44,0.44
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=albicev"", ""albicev"")",0.86,0.86,0.86
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=albsnowi"", ""albsnowi"")",0.7,0.7,0.7
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=albsnowv"", ""albsnowv"")",0.98,0.98,0.98
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dalb_mlt"", ""dalb_mlt"")",,,-0.02
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dt_mlt"", ""dt_mlt"")",,,1.0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=kalg"", ""kalg"")",0.0,0.0,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=r_ice"", ""r_ice"")",,,0.0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=r_pnd"", ""r_pnd"")",,,0.0
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=r_snw"", ""r_snw"")",0.0,0.0,0.0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=rsnw_mlt"", ""rsnw_mlt"")",,,1500.0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave"", ""shortwave"")",,,default
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=snowpatch"", ""snowpatch"")",,,0.02
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=sw_redist"", ""sw_redist"")",True,True,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tocnfrz"", ""tocnfrz"")",,,-1.8
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=a_rapid_mode"", ""a_rapid_mode"")",,,0.0005
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=aspect_rapid_mode"", ""aspect_rapid_mode"")",,,1.0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=chio"", ""chio"")",,,0.006
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=conduct"", ""conduct"")",,,bubbly
,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dsdt_slow_mode"", ""dsdt_slow_mode"")",-5e-08,-5e-08,-5e-08
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=kitd"", ""kitd"")",,,1
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=ktherm"", ""ktherm"")",,,1
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=phi_c_slow_mode"", ""phi_c_slow_mode"")",,,0.05
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=phi_i_mushy"", ""phi_i_mushy"")",,,0.85
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=rac_rapid_mode"", ""rac_rapid_mode"")",,,10.0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_aero"", ""restart_aero"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_age"", ""restart_age"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_fy"", ""restart_fy"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_lvl"", ""restart_lvl"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_pond_cesm"", ""restart_pond_cesm"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_pond_lvl"", ""restart_pond_lvl"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_pond_topo"", ""restart_pond_topo"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_aero"", ""tr_aero"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_fy"", ""tr_fy"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_iage"", ""tr_iage"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_lvl"", ""tr_lvl"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_pond_cesm"", ""tr_pond_cesm"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_pond_lvl"", ""tr_pond_lvl"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_pond_topo"", ""tr_pond_topo"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=bgc_data_dir"", ""bgc_data_dir"")",,,unknown_bgc_data_dir
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=bgc_flux_type"", ""bgc_flux_type"")",,,Jin2006
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=nit_data_type"", ""nit_data_type"")",,,default
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=phi_snow"", ""phi_snow"")",,,0.5
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_bgc"", ""restart_bgc"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_hbrine"", ""restart_hbrine"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restore_bgc"", ""restore_bgc"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=sil_data_type"", ""sil_data_type"")",,,default
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=skl_bgc"", ""skl_bgc"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_am_sk"", ""tr_bgc_am_sk"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_c_sk"", ""tr_bgc_c_sk"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_chl_sk"", ""tr_bgc_chl_sk"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_dms_sk"", ""tr_bgc_dms_sk"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_dmspd_sk"", ""tr_bgc_dmspd_sk"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_dmspp_sk"", ""tr_bgc_dmspp_sk"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_sil_sk"", ""tr_bgc_sil_sk"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_brine"", ""tr_brine"")",,,False
